Trade Date,Futures,Open,High,Low,Close,Settle,Change,Total Volume,EFP,Open Interest
2025-04-10,K (May 2025),0.0000,0.0000,0.0000,0.0000,29.871,0,0,0,0
2025-04-11,K (May 2025),0.0000,0.0000,0.0000,0.0000,28.8917,-0.9793,0,0,0
2025-04-14,K (May 2025),0.0000,0.0000,0.0000,0.0000,25.6983,-3.1934,0,0,0
2025-04-15,K (May 2025),0.0000,0.0000,0.0000,0.0000,25.4674,-0.2309,0,0,0
2025-04-16,K (May 2025),0.0000,0.0000,0.0000,0.0000,27.6258,2.1584,0,0,0
2025-04-17,K (May 2025),0.0000,0.0000,0.0000,0.0000,26.7284,-0.8974,0,0,0
2025-04-21,K (May 2025),0.0000,0.0000,0.0000,0.0000,28.4469,1.7185,0,0,0
2025-04-22,K (May 2025),0.0000,0.0000,0.0000,0.0000,26.5397,-1.9072,0,0,0
2025-04-23,K (May 2025),0.0000,0.0000,0.0000,0.0000,25.4379,-1.1018,0,0,0
2025-04-24,K (May 2025),0.0000,0.0000,0.0000,0.0000,24.5677,-0.8702,0,0,0
2025-04-25,K (May 2025),0.0000,24.2000,0.0000,0.0000,23.4981,-1.0696,0,0,0
2025-04-28,K (May 2025),0.0000,0.0000,0.0000,0.0000,23.682,0.1839,0,0,0
2025-04-29,K (May 2025),0.0000,23.7000,0.0000,0.0000,23.3847,-0.2973,0,0,0
2025-04-30,K (May 2025),0.0000,16.0000,0.0000,0.0000,24.0109,0.6262,0,0,0
2025-05-01,K (May 2025),0.0000,16.0000,0.0000,0.0000,23.5699,-0.4410,0,0,0
2025-05-02,K (May 2025),0.0000,23.3000,0.0000,0.0000,22.4818,-1.0881,0,0,0
2025-05-05,K (May 2025),0.0000,16.0000,0.0000,0.0000,23.1916,0.7098,0,0,0
2025-05-06,K (May 2025),0.0000,16.0000,0.0000,0.0000,24.1076,0.9160,0,0,0
2025-05-07,K (May 2025),0.0000,16.0000,0.0000,0.0000,23.3234,-0.7842,0,0,0
2025-05-08,K (May 2025),0.0000,16.0000,0.0000,0.0000,22.2923,-1.0311,0,0,0
2025-05-09,K (May 2025),0.0000,16.0000,0.0000,0.0000,22.0058,-0.2865,0,0,0
2025-05-12,K (May 2025),0.0000,16.0000,0.0000,0.0000,18.571,-3.4348,0,0,0
2025-05-13,K (May 2025),0.0000,6.0000,0.0000,0.0000,18.4379,-0.1331,0,0,0
2025-05-14,K (May 2025),0.0000,6.0000,0.0000,0.0000,18.7805,0.3426,0,0,0
2025-05-15,K (May 2025),0.0000,6.5000,0.0000,0.0000,18.2334,-0.5471,0,0,0
2025-05-16,K (May 2025),0.0000,6.5000,0.0000,0.0000,17.9271,-0.3063,0,0,0
2025-05-19,K (May 2025),0.0000,6.5000,0.0000,0.0000,18.2044,0.2773,0,0,0
2025-05-20,K (May 2025),0.0000,6.5000,0.0000,0.0000,18.0043,-0.2001,0,0,0
2025-05-21,K (May 2025),0.0000,20.4000,22.0000,0.0000,20.7904,2.7861,0,0,0
2025-05-22,K (May 2025),0.0000,6.5000,23.0000,0.0000,20.6395,-0.1509,0,0,0
2025-05-23,K (May 2025),0.0000,23.0500,25.0000,0.0000,22.0425,1.4030,0,0,0
2025-05-27,K (May 2025),0.0000,6.5000,0.0000,0.0000,19.7008,-2.3417,0,0,0
2025-05-28,K (May 2025),0.0000,6.5000,0.0000,0.0000,19.05,-0.6508,0,0,0
