Trade Date,Futures,Open,High,Low,Close,Settle,Change,Total Volume,EFP,Open Interest
2023-02-23,J (Apr 2023),0.0000,0.0000,0.0000,0.0000,21.3726,0,0,0,0
2023-02-24,J (Apr 2023),0.0000,0.0000,0.0000,0.0000,22.50,1.1274,0,0,0
2023-02-27,J (Apr 2023),0.0000,0.0000,0.0000,0.0000,21.3317,-1.1683,0,0,0
2023-02-28,J (Apr 2023),0.0000,0.0000,0.0000,0.0000,20.7757,-0.5560,0,0,0
2023-03-01,J (Apr 2023),0.0000,0.0000,0.0000,0.0000,21.65,0.8743,0,0,0
2023-03-02,J (Apr 2023),0.0000,0.0000,0.0000,0.0000,20.2009,-1.4491,0,0,0
2023-03-03,J (Apr 2023),0.0000,0.0000,0.0000,0.0000,19.225,-0.9759,0,0,0
2023-03-06,J (Apr 2023),0.0000,0.0000,0.0000,0.0000,18.875,-0.350,0,0,0
2023-03-07,J (Apr 2023),0.0000,19.0000,20.5000,0.0000,19.75,0.875,0,0,0
2023-03-08,J (Apr 2023),0.0000,0.0000,0.0000,0.0000,19.375,-0.375,0,0,0
2023-03-09,J (Apr 2023),0.0000,19.1000,0.0000,0.0000,21.30,1.925,0,0,0
2023-03-10,J (Apr 2023),0.0000,21.9500,0.0000,0.0000,23.75,2.45,0,0,0
2023-03-13,J (Apr 2023),0.0000,23.5000,30.3000,0.0000,25.70,1.95,0,0,0
2023-03-14,J (Apr 2023),0.0000,23.7500,22.9000,0.0000,23.55,-2.15,0,0,0
2023-03-15,J (Apr 2023),0.0000,26.8500,23.6500,0.0000,25.225,1.675,0,0,0
2023-03-16,J (Apr 2023),0.0000,25.4000,23.5000,0.0000,23.275,-1.950,0,0,0
2023-03-17,J (Apr 2023),0.0000,25.5000,23.3500,0.0000,25.875,2.600,0,0,0
2023-03-20,J (Apr 2023),0.0000,27.3000,24.8500,0.0000,24.475,-1.400,0,0,0
2023-03-21,J (Apr 2023),0.0000,23.5500,22.5000,0.0000,22.075,-2.400,0,0,0
2023-03-22,J (Apr 2023),21.3000,22.3500,21.3000,21.3000,23.05,0.975,8,0,8
2023-03-23,J (Apr 2023),0.0000,23.8500,22.2000,0.0000,23.60,0.55,0,0,8
2023-03-24,J (Apr 2023),0.0000,24.8000,23.3500,0.0000,22.85,-0.75,0,0,8
2023-03-27,J (Apr 2023),22.1500,23.0000,21.4500,22.2000,22.275,-0.575,37,0,39
2023-03-28,J (Apr 2023),21.2000,21.9000,21.2000,21.9000,21.075,-1.200,4,0,39
2023-03-29,J (Apr 2023),21.0000,21.1000,20.6500,20.6500,20.475,-0.600,4,0,42
2023-03-30,J (Apr 2023),20.4000,21.0500,20.0500,21.0500,20.10,-0.375,4,0,41
2023-03-31,J (Apr 2023),19.8000,19.8500,18.9500,19.8500,20.025,-0.075,16,0,57
2023-04-03,J (Apr 2023),19.9000,19.9000,19.2500,19.9000,19.00,-1.025,3,0,60
2023-04-04,J (Apr 2023),0.0000,19.3500,19.0000,0.0000,19.325,0.325,0,0,60
2023-04-05,J (Apr 2023),0.0000,19.6000,19.6000,0.0000,19.82,0.495,0,0,60
