Trade Date,Futures,Open,High,Low,Close,Settle,Change,Total Volume,EFP,Open Interest
2023-09-28,X (Nov 2023),0.0000,0.0000,0.0000,0.0000,18.0194,0,0,0,0
2023-09-29,X (Nov 2023),0.0000,0.0000,0.0000,0.0000,17.90,-0.1194,0,0,0
2023-10-02,X (Nov 2023),0.0000,0.0000,0.0000,0.0000,17.775,-0.125,0,0,0
2023-10-03,X (Nov 2023),0.0000,0.0000,0.0000,0.0000,19.375,1.600,0,0,0
2023-10-04,X (Nov 2023),0.0000,0.0000,0.0000,0.0000,18.575,-0.800,0,0,0
2023-10-05,X (Nov 2023),0.0000,19.0500,19.0000,0.0000,18.55,-0.025,0,0,0
2023-10-06,X (Nov 2023),0.0000,19.0000,18.3500,0.0000,18.125,-0.425,0,0,0
2023-10-09,X (Nov 2023),0.0000,18.6500,18.5500,0.0000,18.05,-0.075,0,0,0
2023-10-10,X (Nov 2023),0.0000,17.5000,17.7500,0.0000,17.425,-0.625,0,0,0
2023-10-11,X (Nov 2023),0.0000,17.4000,17.3500,0.0000,16.95,-0.475,0,0,0
2023-10-12,X (Nov 2023),0.0000,17.4000,17.0000,0.0000,17.25,0.30,0,0,0
2023-10-13,X (Nov 2023),0.0000,19.2500,17.5500,0.0000,19.375,2.125,0,0,0
2023-10-16,X (Nov 2023),0.0000,18.7000,17.9500,0.0000,17.475,-1.900,0,0,0
2023-10-17,X (Nov 2023),0.0000,17.8500,17.7000,0.0000,18.00,0.525,0,0,0
2023-10-18,X (Nov 2023),0.0000,19.1000,18.6500,0.0000,19.40,1.40,0,0,0
2023-10-19,X (Nov 2023),19.2000,20.2500,19.1000,19.2000,20.50,1.10,10,0,10
2023-10-20,X (Nov 2023),0.0000,20.5500,20.6000,0.0000,20.75,0.25,0,0,10
2023-10-23,X (Nov 2023),0.0000,21.4000,19.7500,0.0000,20.00,-0.75,0,0,10
2023-10-24,X (Nov 2023),0.0000,19.4500,19.3000,0.0000,19.025,-0.975,0,0,10
2023-10-25,X (Nov 2023),0.0000,20.5000,19.5000,0.0000,20.475,1.450,0,0,10
2023-10-26,X (Nov 2023),0.0000,21.1000,20.8000,0.0000,21.025,0.550,0,0,10
2023-10-27,X (Nov 2023),21.5000,21.5000,20.5500,21.5000,21.475,0.450,1,0,11
2023-10-30,X (Nov 2023),0.0000,20.3000,20.0000,0.0000,19.60,-1.875,0,0,11
2023-10-31,X (Nov 2023),0.0000,19.1500,18.6000,0.0000,18.125,-1.475,0,0,11
2023-11-01,X (Nov 2023),0.0000,17.8500,17.5000,0.0000,17.35,-0.775,0,0,11
2023-11-02,X (Nov 2023),0.0000,16.6000,16.9000,0.0000,16.40,-0.95,0,0,11
2023-11-03,X (Nov 2023),0.0000,15.9500,16.3000,0.0000,15.95,-0.45,0,0,11
2023-11-06,X (Nov 2023),15.9000,15.9000,15.8000,15.9000,15.30,-0.65,1,0,11
2023-11-07,X (Nov 2023),0.0000,14.9500,15.4000,0.0000,15.075,-0.225,0,0,11
2023-11-08,X (Nov 2023),0.0000,14.6000,15.3500,0.0000,14.57,-0.505,0,0,11
