Trade Date,Futures,Open,High,Low,Close,Settle,Change,Total Volume,EFP,Open Interest
2025-01-30,H (Mar 2025),0.0000,0.0000,0.0000,0.0000,16.7092,0,0,0,0
2025-01-31,H (Mar 2025),0.0000,14.2500,0.0000,0.0000,17.3586,0.6494,0,0,0
2025-02-03,H (Mar 2025),0.0000,14.7500,0.0000,0.0000,17.9108,0.5522,0,0,0
2025-02-04,H (Mar 2025),0.0000,14.7500,0.0000,0.0000,17.2011,-0.7097,0,0,0
2025-02-05,H (Mar 2025),0.0000,14.5500,0.0000,0.0000,16.7703,-0.4308,0,0,0
2025-02-06,H (Mar 2025),0.0000,15.3500,18.0000,0.0000,16.5795,-0.1908,0,0,0
2025-02-07,H (Mar 2025),0.0000,14.7500,0.0000,0.0000,17.3458,0.7663,0,0,0
2025-02-10,H (Mar 2025),0.0000,14.7500,0.0000,0.0000,16.7021,-0.6437,0,0,0
2025-02-11,H (Mar 2025),0.0000,14.5500,0.0000,0.0000,16.7694,0.0673,0,0,0
2025-02-12,H (Mar 2025),0.0000,14.5500,0.0000,0.0000,16.8012,0.0318,0,0,0
2025-02-13,H (Mar 2025),0.0000,12.6500,0.0000,0.0000,16.1349,-0.6663,0,0,0
2025-02-14,H (Mar 2025),0.0000,6.8000,19.8000,0.0000,16.0117,-0.1232,0,0,0
2025-02-18,H (Mar 2025),0.0000,6.8000,0.0000,0.0000,15.6602,-0.3515,0,0,0
2025-02-19,H (Mar 2025),0.0000,12.0500,20.4500,0.0000,16.9066,1.2464,0,0,0
2025-02-20,H (Mar 2025),0.0000,12.5500,20.6500,0.0000,17.0326,0.1260,0,0,0
2025-02-21,H (Mar 2025),0.0000,12.5500,20.1000,0.0000,17.775,0.7424,0,0,0
2025-02-24,H (Mar 2025),0.0000,13.0500,0.0000,0.0000,18.75,0.975,0,0,0
2025-02-25,H (Mar 2025),0.0000,12.5500,23.4500,0.0000,18.4836,-0.2664,0,0,0
2025-02-26,H (Mar 2025),0.0000,12.5500,21.1500,0.0000,18.1337,-0.3499,0,0,0
2025-02-27,H (Mar 2025),0.0000,17.0000,25.0000,0.0000,19.3063,1.1726,0,0,0
2025-02-28,H (Mar 2025),0.0000,12.5500,0.0000,0.0000,18.8291,-0.4772,0,0,0
2025-03-03,H (Mar 2025),0.0000,12.5500,0.0000,0.0000,20.6577,1.8286,0,0,0
2025-03-04,H (Mar 2025),0.0000,18.0000,28.0000,0.0000,21.2409,0.5832,0,0,0
2025-03-05,H (Mar 2025),0.0000,20.0000,24.0000,0.0000,20.1269,-1.1140,0,0,0
2025-03-06,H (Mar 2025),0.0000,20.0000,26.0000,0.0000,22.8281,2.7012,0,0,0
2025-03-07,H (Mar 2025),0.0000,13.2000,0.0000,0.0000,21.6254,-1.2027,0,0,0
2025-03-10,H (Mar 2025),0.0000,20.0000,30.0000,0.0000,24.9344,3.3090,0,0,0
2025-03-11,H (Mar 2025),0.0000,20.1500,32.0000,0.0000,24.6115,-0.3229,0,0,0
2025-03-12,H (Mar 2025),0.0000,6.8000,0.0000,0.0000,25.48,0.8685,0,0,0
